# set	rows	fwd_pass	fwd_fail	fwd_info	dominant_fwd_leg	dominant_kind	rev_pass	rev_fail	rev_info	max_rev_fanout	flips	flip_rows
mux-compose-T2xL2	21	0	0	21	b71ddf99	other	10	0	11	5	13	2,4,5,8,10,11,13,14,17,18,19,20,21
mux-legs-2	16	13	0	3	95839ad0	lowest-latency	5	0	11	2	2	14,15
mux-spread-3	8	0	0	8	b414796d	direct+lowest-latency	5	0	3	3	4	2,3,5,6
mux-standby-32	20	0	0	20	b414796d	direct	5	0	15	3	8	5,6,9,11,12,15,16,17
